Feature Name	TPM Median	TPM Variance	Num Coexpress Partner	CAI	Normalized SNP Count	Paralog GI in S.cer	Ortholog Essentiality in S.cer	Length	Hits	Reads	Freedom index	Neighborhood index	Upstream hits 100	GRACE	GRACEv2
C4_01980C_A	162.23	25078.828324596558	19.0	0.27	0.011816839	-1	-1	678.0	2.0	2.0	0.361356932	0.050293900999999995	0.0	-1.0	
C4_01990W_A	16.91	5452.232771239419	3.0	0.21	0.004237288	-1	-1	237.0	4.0	448.0	0.329113924	0.270103345	2.0		
C4_02000C_A	19.58	3747.088446448567	98.0	0.16	0.00368272	-1	-1	3531.0	54.0	6519.0	0.105069385	0.2463516610000001	2.0	-1.0	
C4_02010C_A	7.21	1733.5373263248525	111.0	0.15	0.004283966	0	0	1635.0	24.0	2819.0	0.168195719	0.23866317199999998	6.0	-1.0	
C4_02020W_A	25.5	34362.683711459445	92.0	0.48	0.002634352	-1	-1	1899.0	28.0	3960.0	0.123222749	0.2431811210000001	9.0		
C4_02030W_A	2.75	1210.2466663981324	72.0	0.15	0.002098951	0	0	3336.0	49.0	4021.0	0.119004796	0.22968013	2.0		-1.0
C4_02040W_A	10.85	6400.8633091144175	115.0	0.15	0.00628053	-1	-1	1434.0	35.0	5400.0	0.20641562100000002	0.394443072	2.0		
C4_02050W_A	75.17	7290.792380285225	339.0	0.26	0.003676471	-1	-1	1089.0	13.0	689.0	0.202938476	0.175323361	16.0	-1.0	
C4_02060C_A	74.12	8243.043815651788	0.0	0.17	0.002190581	0	1	1827.0	13.0	1513.0	0.277504105	0.105063108	0.0	1.0	
C4_02070W_A	5.23	728.8782325844845	80.0	0.16	0.006569343	0	0	1371.0	34.0	2822.0	0.35375638200000004	0.315316141	13.0	-1.0	
C4_02080W_A	4.45	410.92986653475134	22.0	0.12	0.005382131	0	0	930.0	35.0	3053.0	0.12043010800000001	0.435338564	1.0		
C4_02090C_A	45.97	3261.789210510267	305.0	0.15	0.0013850420000000002	0	1	723.0	0.0	0.0	1.0	0.0	0.0	1.0	
C4_02100C_A	15.23	465.6589358234629	0.0	0.13	0.005016722	0	1	1197.0	1.0	73.0	0.9607351709999999	0.010339422	4.0	-1.0	
C4_02110W_A	35.94	3139.304816729914	0.0	0.2	0.0	0	0	534.0	14.0	887.0	0.288389513	0.334269663	13.0		
C4_02120W_A	84.64	24450.753343327204	29.0	0.28	0.003239741	-1	-1	927.0	25.0	3297.0	0.204962244	0.334545811	1.0	-1.0	
C4_02130W_A	22.04	9354.219159525555	133.0	0.17	0.00397351	-1	-1	756.0	10.0	475.0	0.244708995	0.163817664	10.0		
C4_02140C_A	244.67	61118.45527662688	152.0	0.4	0.0	0	1	276.0	1.0	3.0	0.8478260870000001	0.044871795	4.0	1.0	
C4_02150C_A	1.13	40.95009467655725	38.0	0.14	0.003624283	-1	-1	3312.0	125.0	12870.0	0.058272947	0.452635238	26.0	-1.0	
C4_02160C_A	13.11	1263.6117647287406	13.0	0.16	0.0034572170000000003	-1	-1	2315.0	40.0	3646.0	0.207619048	0.22538020399999997	2.0		-1.0
C4_02170C_A	5.16	814.7771486031818	70.0	0.15	0.00239521	-1	-1	1671.0	46.0	5221.0	0.37342908399999997	0.34537702	6.0		
C4_02180C_A	0.75	593.9345066504687	43.0	0.15	0.001605136	0	0	2493.0	63.0	5627.0	0.147613317	0.35686705399999996	10.0	-1.0	
C4_02190C_A	0.08	1.5194985195842932	0.0	0.18	0.005457853	0	0	1650.0	37.0	4467.0	0.11030303	0.318950398	2.0	-1.0	
C4_02200C_A	8.5	3713.5377260525347	0.0	0.17	0.0	0	0	441.0	14.0	2435.0	0.358276644	0.450336367	10.0		
C4_02210W_A	0.41	9.43551690692616	0.0	0.17	0.005037783	0	0	795.0	39.0	3681.0	0.178616352	0.678430532	3.0	-1.0	
C4_02220C_A	0.27	13.44056077926089	0.0	0.15	0.00206868	0	0	2418.0	53.0	5767.0	0.11993383	0.31052693	1.0		-1.0
C4_02230C_A	0.04	2363.093157363065	0.0	0.26	0.005488474	0	0	912.0	12.0	2011.0	0.35855263200000004	0.185866554	9.0		
C4_02240C_A	0.0	6.02714139140874	0.0	0.12	0.0	0	0	582.0	13.0	1672.0	0.216494845	0.318454418	3.0	-1.0	
C4_02250C_A	372.01	141863.24001855426	10.0	0.45	0.004319654	-1	-1	927.0	11.0	2122.0	0.266450917	0.168843968	3.0		
C4_02260C_A	29.72	3914.533020113999	442.0	0.16	0.007174888000000002	-1	-1	1116.0	25.0	1443.0	0.19265233	0.31505082	21.0	-1.0	
C4_02270C_A	195.77	24918.745893054926	190.0	0.53	0.002881844	-1	-1	1389.0	13.0	406.0	0.21022318199999998	0.134927636	1.0	-1.0	
C4_02280W_A	131.58	10985.143548591115	200.0	0.31	0.00234192	0	1	855.0	1.0	83.0	0.9871345029999999	0.017049303000000002	0.0	1.0	
C4_02290W_A	88.26	34689341.15374577	0.0	0.22	0.0077586209999999985	-1	-1	1161.0	8.0	423.0	0.25667528	0.100694296	4.0		
C4_02300W_A	21.98	3356.037252888483	0.0	0.15	0.000934143	-1	-1	2142.0	48.0	4297.0	0.10550887	0.318624941	2.0	-1.0	
C4_02310W_A	10.63	1002.758115541553	135.0	0.14	0.004379562	-1	-1	3426.0	53.0	3726.0	0.081436077	0.250237421	1.0	-1.0	
C4_02320C_A	474.05	648890.6988354072	0.0	0.55	0.0070521859999999985	-1	-1	710.0	1.0	3.0	0.7978494620000001	0.03809852	3.0		
C4_02330C_A	4.57	1173.0932121856918	30.0	0.17	0.008733624	0	0	459.0	12.0	1249.0	0.252723312	0.504295639	7.0		
C4_02340W_A	138.67	653144.8334406816	224.0	0.29	0.005221932	-1	-1	384.0	8.0	615.0	0.677083333	0.428333333	5.0		
C4_02360W_A	6.23	23794.89038192189	259.0	0.2	0.0008653010000000001	-1	-1	3468.0	41.0	2630.0	0.11418685099999999	0.265749845	4.0		
C4_02370C_A	6719.79	508235723.98454416	7.0	0.8	0.005865103000000001	0	0	342.0	1.0	137.0	0.552631579	0.078311474	0.0		-1.0
C4_02380W_A	0.0	14.153970989803671	0.0	0.13	0.012987013	0	0								
C4_02390W_A	3236.69	16499610.618682047	1.0	0.8	0.00624025	0	0	642.0	16.0	1715.0	0.288161994	0.588355735	1.0		-1.0
C4_02400C_A	5.8	47.00124652505725	66.0	0.14	0.003314002	0	1	2415.0	11.0	91.0	0.339544513	0.10371681099999999	0.0		
C4_02410C_A	334.01	2146661.5569486986	10.0	0.32	0.0	-1	-1	531.0	8.0	295.0	0.33709981200000005	0.314349134	2.0	-1.0	
C4_02420C_A	15.52	362.7758031278218	4.0	0.15	0.00250941	0	1	798.0	1.0	1.0	0.736842105	0.025010563	0.0	-1.0	
C4_02430W_A	13.61	227.1444290722681	102.0	0.18	0.003988738	0	1	4263.0	5.0	16.0	0.74759559	0.018879567	1.0	1.0	
C4_02440C_A	120.85	17332.727897198696	5.0	0.32	0.003232062	0	0	1548.0	31.0	4044.0	0.18346253199999998	0.286128836	2.0		-1.0
C4_02450W_A	16.62	2146.5021625819986	21.0	0.16	0.004008016	0	0	999.0	23.0	842.0	0.17017017	0.31850359999999994	1.0		
C4_02460W_A	16.14	1084.1726761967723	19.0	0.17	0.0	0	1	639.0	1.0	1.0	0.780907668	0.023483808999999998	0.0	1.0	
C4_02470C_A	148.91	51271.87838233625	34.0	0.2	0.004070556	0	1	738.0	1.0	1.0	0.7046070459999999	0.020771465	0.0	1.0	
C4_02480C_A				0.26	0.0	-1	-1	327.0	8.0	543.0	0.296636086	0.36379006	4.0		
C4_02480C_B	36.63	2308.3934172347713	187.0			0	0								
C4_02490W_A	5.63	392.2639540141588	8.0	0.14	0.005998589	0	0	2835.0	59.0	4100.0	0.080070547	0.32613909399999996	3.0	-1.0	
C4_02500C_A				0.14	0.01950188	-1	-1	4257.0	62.0	6086.0	0.157857646	0.215834369	6.0		-1.0
C4_02500C_B	5.52	2547.21163661751	82.0			0	0								
C4_02510W_A	14.07	2161.848506101538	84.0	0.11	0.006464124	0	0	1548.0	25.0	1357.0	0.20671834600000005	0.26426036399999997	6.0	-1.0	
C4_02520C_A	7.84	230.23132017607102	166.0	0.16	0.004076087	-1	-1	1476.0	15.0	1104.0	0.16327913300000002	0.166290668	11.0	-1.0	
C4_02530W_A	2.82	55.9519164126021	229.0	0.16	0.003419973	0	0	2925.0	35.0	2682.0	0.10324786300000001	0.18654957	3.0		-1.0
C4_02540W_A	2.93	815.7904898597096	270.0		0.006798317	-1	-1	3084.0	58.0	3973.0	0.108625162	0.278376694	21.0	-1.0	
C4_02550C_A	49.87	2655.0796054939096	10.0	0.17	0.002642706	-1	-1	1893.0	39.0	2179.0	0.16745906	0.306973059	5.0		
C4_02560C_A	0.64	159.8941698692403	0.0	0.1	0.006540698	-1	-1	1377.0	54.0	6737.0	0.06826434299999999	0.584313725	11.0		
C4_02570C_A	7.59	552.8810516929628	37.0	0.1	0.008241758	-1	-1								
C4_02580W_A	25.56	16615.733339966206	0.0	0.14	0.00591716	0	0								
C4_02590C_A	10.7	307.8505636423319	21.0	0.15	0.008583691	-1	-1	2331.0	64.0	7095.0	0.10982411	0.40278897399999997	26.0		
C4_02600C_A	12.69	438.70025793091537	31.0	0.18	0.003492433	-1	-1	1719.0	32.0	2740.0	0.10936591	0.282973457	3.0		
C4_02610C_A	1.64	324.7572067611138	3.0	0.31	0.003629032	-1	-1	2481.0	51.0	3978.0	0.151954857	0.290157483	5.0	-1.0	
C4_02620C_A	68.42	49438.148476468574	11.0	0.28	0.002244165	-1	-1	2229.0	39.0	4212.0	0.128308659	0.26664705899999996	0.0		
C4_02630C_A	69.87	7009.646853662692	30.0	0.22	0.002272727	0	1	441.0	8.0	487.0	0.390022676	0.288512568	0.0	-1.0	
C4_02640C_A	15.63	5065.408585003696	50.0	0.2	0.005132592	0	1	1170.0	4.0	18.0	0.600854701	0.0522577	0.0	1.0	
C4_02650C_A					0.0	0	0								
C4_02660W_A	1.26	441.1001579939074	27.0	0.14	0.002979146	0	0	1008.0	29.0	3293.0	0.13888888900000002	0.47017784	4.0		
C4_02670W_A	8.34	679.8845760588239	175.0		0.00386349	-1	-1	1554.0	26.0	1120.0	0.114543115	0.295422858	10.0		
C4_02680C_A	25.51	3855.5745771654797	0.0	0.14	0.014792898999999997	0	0								
C4_02690W_A	30.42	17410.09949847541	37.0	0.1	0.008241758	0	0								
C4_02700W_A	7.94	974.600842263276	148.0	0.14	0.00508762	-1	-1	1770.0	34.0	3349.0	0.188700565	0.387688825	10.0		
C4_02710C_A	111.12	30798.484876811563	79.0	0.2	0.006570301999999999	1	0	762.0	0.0	0.0	1.0	0.0	0.0	-1.0	
C4_02720C_A	27.5	17518.420511806	0.0	0.17	0.0042643920000000005	-1	-1	939.0	33.0	2882.0	0.11395101199999999	0.7754198790000001	3.0		
C4_02730C_A	0.0	15.59756094594443	0.0	0.12	0.009933775	0	0								
C4_02740W_A	35.86	45826.6448318383	39.0	0.21	0.00802139	0	0	1500.0	13.0	1048.0	0.281333333	0.230612121	0.0		
C4_02750W_A	11.32	1688.0902404402896	23.0	0.18	0.0	-1	-1	447.0	1.0	92.0	0.9753914990000001	0.053071346	1.0		
C4_02760C_A	24.28	4388.738028372812	44.0	0.17	0.008806261999999999	-1	-1	1023.0	16.0	1065.0	0.333333333	0.353352884	19.0		
C4_02770C_A	20.64	2459.0208816111244	21.0	0.17	0.007714561	0	1	1038.0	4.0	20.0	0.414258189	0.08717145	6.0		-1.0
C4_02780W_A	118.78	8070.945269613794	124.0	0.23	0.00244798	0	1	1635.0	3.0	114.0	0.840978593	0.037231516	0.0	1.0	
C4_02790C_A	37.33	7837.6830148894405	230.0	0.22	0.005903188	0	1	1695.0	1.0	9.0	0.798230088	0.010207012	2.0	1.0	
C4_02800W_A	26.7	2788.673423320562	219.0	0.17	0.0066273930000000005	0	1	1359.0	0.0	0.0	1.0	0.0	0.0	-1.0	
C4_02820W_A				0.14	0.007281553	-1	-1	2473.0	127.0	12739.0	0.052718970999999996	0.658083847	11.0		
C4_02820W_B	0.25	3.8062258911689417	0.0			0	0								
C4_02830C_A	39.39	3347.1585067210276	355.0	0.2	0.003918154	0	1	2298.0	7.0	505.0	0.558746736	0.03210219	1.0	1.0	
C4_02840C_A	23.77	10216.922821956823	8.0	0.14	0.002528445	-1	-1	792.0	14.0	964.0	0.49719888	0.21946930899999997	6.0		
C4_02850W_A	38.29	1637.1509955605936	324.0	0.17	0.004178855	-1	-1	2394.0	47.0	2458.0	0.11654135300000001	0.231710965	12.0		-1.0
C4_02860W_A	68.15	21968.94109051979	73.0	0.17	0.001552795	-1	-1	645.0	8.0	685.0	0.291472868	0.146602932	3.0		
C4_02870C_A	245.51	78772.35627743074	414.0	0.41	0.006235386	-1	-1	1284.0	3.0	115.0	0.556853583	0.026339843999999998	8.0	-1.0	
C4_02880C_A	37.28	1451.1073381652136	179.0	0.2	0.007822686	0	1	768.0	1.0	220.0	0.665364583	0.014836263999999997	5.0	-1.0	
C4_02890C_A	641.75	347878.36400394805	55.0	0.3	0.010152284	-1	-1	198.0	4.0	183.0	0.742424242	0.23619562800000002	15.0		
C4_02900C_A	97.52	248225.6520093566	16.0	0.3	0.012490816	-1	-1	1362.0	40.0	4938.0	0.11160058699999999	0.33146075	4.0	-1.0	
C4_02910W_A	0.0	1080.4761366851042	0.0	0.14	0.003125	0	0								
C4_02920W_A	24.04	54513.816265693946	11.0	0.16	0.004464286	-1	-1	1569.0	52.0	4837.0	0.11026131300000001	0.38035506399999996	5.0	-1.0	
C4_02930W_A	2.55	101505.89294760687	20.0	0.19	0.001930502	0	0	519.0	27.0	2181.0	0.161849711	0.62870992	4.0		
C4_02940W_A	121.72	27332.683286299434	2.0	0.24	0.003597122	-1	-1	1947.0	37.0	5634.0	0.22855675399999997	0.22396788	16.0		
C4_02950C_A	32.15	2043.7397591885065	5.0	0.09	0.0061349690000000005	-1	-1	327.0	18.0	1108.0	0.376146789	0.6463677210000001	1.0		
C4_02960W_A	11.57	182.22618530761287	37.0	0.15	0.004213483	-1	-1	5697.0	132.0	10825.0	0.044409338	0.25609268	8.0		-1.0
C4_02970C_A	26.99	666.1898895263424	16.0	0.15	0.003915719000000001	-1	-1	5364.0	103.0	7788.0	0.06469052900000001	0.218014818	4.0	-1.0	
C4_02980W_A	209.47	25689.26203872764	108.0	0.32	0.002441009	0	1	1230.0	1.0	155.0	0.9154471540000001	0.009969277	0.0	1.0	
C4_02990C_A	27.96	101777.92570712043	41.0	0.31	0.001517451	0	0	660.0	15.0	1188.0	0.24090909100000002	0.292462601	3.0	-1.0	
C4_03000C_A	4.0	25154.3036583509	31.0	0.12	0.004155125	0	0	723.0	26.0	2556.0	0.233748271	0.479004149	7.0		
C4_03010W_A					0.014084507	0	0								
C4_03020W_A	26.37	2609.693444424947	234.0	0.19	0.004084664	-1	-1	2694.0	9.0	338.0	0.491833705	0.044767172	2.0	-1.0	
C4_03030C_A	41.38	3203.5126080183973	353.0	0.18	0.006351727	0	1	2520.0	2.0	52.0	0.9964285709999999	0.010810033	2.0	1.0	
C4_03040W_A	165.49	587670.416418726	167.0	0.29	0.0	0	1	219.0	1.0	1.0	0.8858447490000001	0.066503533	1.0	1.0	
C4_03050C_A	35.67	5362.693751452141	67.0	0.38	0.003444317	-1	-1	1743.0	41.0	3139.0	0.161216294	0.37201110600000004	2.0		
C4_03070W_A	97.04	591459.8522005267	20.0	0.49	0.002918288	0	0	1029.0	20.0	1826.0	0.28377065100000004	0.26444072	5.0		
C4_03080W_A				0.19	0.000821355	0	0	2437.0	22.0	2143.0	0.212556422	0.12221610599999999	7.0		
C4_03080W_B	18.81	2588.4700965363572	99.0			0	0								
C4_03090W_A	61.64	20135.985858574943	2.0	0.2	0.00362757	0	1	828.0	2.0	5.0	0.8997584540000001	0.031349149	0.0	1.0	
C4_03100W_A	0.51	670.6230319051723	0.0	0.29	0.002047083	0	0	978.0	40.0	3620.0	0.149284254	0.5073022420000001	4.0	-1.0	
C4_03110W_A				0.15	0.0053404540000000006	-1	-1	5241.0	102.0	8957.0	0.044647967999999996	0.22798266399999997	8.0		
C4_03110W_B	15.71	571.4596741430881	3.0			0	0								
C4_03120C_A	16.77	311.73676573354567	40.0	0.13	0.004441155	-1	-1	2703.0	44.0	4102.0	0.13059563400000002	0.174496655	7.0	-1.0	
C4_03130W_A	26.67	7517.05970203947	10.0	0.16	0.002144772	0	1	1866.0	5.0	162.0	0.9314040729999999	0.026862577999999998	0.0	1.0	
C4_03140C_A	27.14	3471.361615712021	187.0	0.19	0.005580356999999999	-1	-1	897.0	19.0	545.0	0.226309922	0.228981663	5.0		-1.0
C4_03150W_A	13.42	188.77174583132648	13.0	0.15	0.008221681	0	1	3285.0	4.0	27.0	0.46484018299999996	0.013746613000000001	8.0	1.0	
C4_03160C_A	2.78	1313.9393033570884	0.0	0.15	0.001945525	0	0	1029.0	48.0	4235.0	0.127308066	0.526619507	0.0		-1.0
C4_03170W_A	12.74	714.4193864984288	133.0	0.12	0.0039254170000000005	0	1	1020.0	3.0	75.0	0.901960784	0.0326356	4.0		-1.0
C4_03180W_A	92.22	72895.54855332982	0.0	0.3	0.007345739	0	1	2043.0	2.0	84.0	0.7674987759999999	0.011693871000000002	2.0	-1.0	
C4_03190W_A	20.07	8130.748209682677	1.0		0.011169025	0	0							-1.0	
C4_03200C_A	28.69	2782.4860051881533	56.0	0.14	0.008	-1	-1	876.0	3.0	110.0	0.37100456600000004	0.037365902	15.0		-1.0
C4_03230C_A	10.46	552.715682814109	1.0	0.15	0.0	0	0	4344.0	168.0	16013.0	0.06929097599999999	0.427468644	0.0		-1.0
C4_03250C_A	23.33	11030.999346749004	3.0	0.18	0.0	0	0	918.0	26.0	2703.0	0.260348584	0.36210764100000004	0.0		
C4_03270W_A	82.12	29577.89052027689	254.0	0.19	0.002247191	0	1	891.0	0.0	0.0	1.0	0.0	5.0		-1.0
C4_03280W_A	45.94	11947.880399117495	76.0	0.17	0.003478726	-1	-1	3738.0	54.0	4918.0	0.149812734	0.21704055600000002	3.0	-1.0	
C4_03290W_A					0.006669137	-1	-1	2697.0	44.0	2195.0	0.071931776	0.252472813	18.0		
C4_03290W_B	33.99	1894.90363789494	9.0			0	0								
C4_03300C_A	9.06	15340.907829365959	0.0	0.15	0.005494505	0	0	183.0	8.0	221.0	0.256830601	0.679741191	4.0		
C4_03310C_A	0.0	2536.300270786102	0.0	0.15	0.025	0	0	201.0	10.0	622.0	0.313432836	0.814676617	3.0		
C4_03320W_A	22.03	1646.9930389407516	125.0	0.13	0.01793722	0	0	1116.0	17.0	961.0	0.186379928	0.233791265	5.0		
C4_03330W_A	18.21	3065.091999811433	184.0	0.23	0.000921659	-1	-1	1086.0	3.0	7.0	0.356353591	0.041036867000000005	4.0		-1.0
C4_03340C_A	1.08	1972.3762266055567	1.0	0.18	0.011447261	0	0	1224.0	27.0	1888.0	0.23774509800000002	0.324480969	1.0		
C4_03350C_A	11.63	4956.978694951123	1.0		0.012658228	0	0							-1.0	
C4_03360C_A	57.4	7480.1422342501955	1.0	0.31	0.00234852	-1	-1	2130.0	35.0	3182.0	0.11314554	0.230728171	15.0	-1.0	
C4_03370C_A	24.43	39137.41449288486	70.0	0.17	0.002183406	0	0	459.0	14.0	419.0	0.213507625	0.396603739	2.0		
C4_03380C_A	22.3	2118.75039542377	8.0	0.17	0.009507347	0	0	1158.0	23.0	3663.0	0.211571675	0.25858628300000003	5.0	-1.0	
C4_03390W_A	145.12	24864.45307124259	0.0	0.26	0.002816901	0	1	711.0	9.0	273.0	0.308016878	0.16594628	15.0	-1.0	
C4_03400W_A	188.21	2676762.061124437	27.0	0.24	0.011385199	0	0	527.0	2.0	130.0	0.753968254	0.100869025	7.0		
C4_03410W_A	67.1	8008.213716838821	328.0	0.23	0.006857143	-1	-1	876.0	1.0	86.0	0.9920091320000001	0.014452756	2.0	-1.0	
C4_03420C_A				0.15	0.026229508	0	0							-1.0	
C4_03420C_B	0.0	390.70493433087813	0.0			0	0								
C4_03430W_A	2.1	9261.473730823367	207.0	0.15	0.008849558	-1	-1	792.0	15.0	999.0	0.19065656600000008	0.25573719699999997	6.0	-1.0	
C4_03440C_A	27.38	3023.9700185266192	339.0		0.00724966	-1	-1	2208.0	5.0	237.0	0.946105072	0.031991796	2.0		-1.0
C4_03450C_A	19.48	5346.083882236851	196.0	0.16	0.00874795	-1	-1	1830.0	35.0	2638.0	0.132786885	0.293113917	7.0		
C4_03460C_A	1.09	453.75674716939636	4.0	0.16	0.006948156	-1	-1	1872.0	99.0	11321.0	0.155982906	0.8284603509999999	3.0		
C4_03470C_A	0.66	10135965.189229848	59.0	0.39	0.011042945	0	0	816.0	24.0	2326.0	0.17401960800000002	0.481897266	1.0		
C4_03480C_A	0.0	1154.6088936366755	0.0	0.34	0.005110733	0	0	588.0	16.0	1827.0	0.23809523800000001	0.445138055	2.0		
C4_03490C_A	1.04	97.1241677999102	0.0	0.25	0.005725191	0	0	525.0	6.0	1195.0	0.28	0.204458573	4.0		
C4_03500C_A	0.39	14696.517166323176	2.0	0.29	0.005444646	0	0	552.0	16.0	1839.0	0.16847826100000002	0.520299086	8.0		
C4_03510C_A	0.13	17.073076942348983	0.0	0.23	0.011005136	0	0	2727.0	63.0	8559.0	0.128712871	0.3734794420000001	4.0		-1.0
C4_03520C_A	2.59	10654.846860931322	50.0	0.42	0.012009238	0	0								-1.0
C4_03530W_A	4.58	246.06848998334183	1.0	0.15	0.007106599	0	0	1971.0	37.0	4159.0	0.131912735	0.23690466699999999	1.0		-1.0
C4_03540C_A	3.82	7110.432057325638	65.0	0.15	0.005113636	0	0	1761.0	86.0	7307.0	0.078364566	0.5648620120000001	5.0	-1.0	
C4_03550W_A	11.54	421.46964375892856	16.0	0.15	0.007402423000000002	-1	-1	2973.0	84.0	7142.0	0.090817356	0.29531429600000003	24.0	-1.0	
C4_03560W_A	23.34	2358.7416693712353	8.0		0.006479482	-1	-1	2316.0	54.0	3502.0	0.13126079400000001	0.23061042699999998	17.0		-1.0
C4_03570W_A	1.02	8682622.537910841	80.0		0.013655462	0	0	1905.0	63.0	7186.0	0.087139108	0.339587817	5.0		
C4_03580W_A	9.63	928.5602035637552	85.0	0.14	0.002795899	0	0	1074.0	50.0	4455.0	0.077281192	0.575077142	5.0		
C4_03590C_A				0.23	0.007498026999999998	-1	-1	2535.0	65.0	5846.0	0.100986193	0.335083795	2.0		-1.0
C4_03590C_B	27.77	2646.533250922128	45.0			0	0								
C4_03600C_A	13.63	2424.4969499211056	43.0	0.17	0.00212917	0	0	1410.0	44.0	2482.0	0.122695035	0.423711915	5.0		
C4_03610C_A					0.0	0	0								
C4_03620C_A	9.11	4042.576186019954	35.0	0.22	0.001639344	0	0	1221.0	37.0	3978.0	0.125307125	0.418390548	1.0		
C4_03630C_A					0.0	0	0								
C4_03640C_A					0.0	0	0								
C4_03650W_A					0.014084507	0	0								
C4_03660W_A					0.014084507	0	0								
C4_03670W_A	11.57	1161.7025634981458	0.0	0.13	0.010831721	-1	-1	2586.0	78.0	8904.0	0.066511988	0.39754435	6.0	-1.0	
C4_03680C_A	7.97	3071.9534379773627	16.0	0.15	0.017167382	-1	-1	1632.0	30.0	1521.0	0.124387255	0.23044098699999999	5.0	-1.0	
C4_03690C_A	20.67	4431.809483800202	0.0	0.17	0.007263923	0	0	414.0	28.0	3471.0	0.333333333	0.7488608920000001	19.0		
C4_03700W_A	27.79	2689.800843414313	76.0	0.18	0.005157593	-1	-1	1746.0	62.0	6340.0	0.090492554	0.367275956	6.0	-1.0	
C4_03710C_A	1.28	4322.719990817679	112.0	0.13	0.0126498	0	0	1503.0	50.0	5586.0	0.087824351	0.32247333300000003	15.0		-1.0
C4_03720C_A	25.99	16603.512335078307	50.0	0.17	0.00990099	0	0	1011.0	43.0	3065.0	0.150346192	0.358982928	8.0	-1.0	
C4_03730C_A	12.7	468.8164364456115	260.0	0.18	0.004447739	0	1	1350.0	5.0	474.0	0.592592593	0.030881586000000006	2.0	-1.0	
C4_03740W_A	32.67	2209.3932521376914	308.0	0.14	0.003282276	0	1	915.0	2.0	18.0	0.512568306	0.017788932	0.0	-1.0	
C4_03750C_A	14.41	612.7048307580214	211.0	0.17	0.009290541	-1	-1	1185.0	17.0	383.0	0.258227848	0.114126445	24.0		
C4_03760W_A	0.17	172.1491510868687	0.0	0.15	0.0	0	0	651.0	14.0	840.0	0.17204301100000002	0.173221388	6.0		
C4_03770W_A	19.28	1887.390690069342	2.0	0.18	0.004048583	-1	-1	495.0	20.0	846.0	0.20202020199999998	0.328697938	4.0		-1.0
C4_03780C_A	20.43	1648.432382859717	170.0	0.18	0.003748126	-1	-1	1335.0	41.0	2693.0	0.113857678	0.249172101	24.0		-1.0
C4_03790W_A	38.76	1637.2371683373874	234.0	0.22	0.003825555	0	1	1308.0	6.0	120.0	0.5863914370000001	0.038875426	0.0	1.0	
C4_03800C_A	19.76	787.7284298219348	282.0	0.17	0.004340963	-1	-1	2535.0	58.0	1946.0	0.07731755400000001	0.192158944	5.0		-1.0
C4_03810W_A	4.27	101.12149913252978	328.0	0.14	0.003644647	-1	-1	2196.0	60.0	5278.0	0.119763206	0.23031443199999999	3.0		
C4_03820C_A	2.12	126563.23973908588	174.0	0.18	0.005520505	0	0	1269.0	64.0	2129.0	0.089046493	0.432498295	7.0	-1.0	
C4_03830W_A	8.56	276.45464286722284	251.0	0.19	0.007866728	-1	-1	4323.0	114.0	5837.0	0.091603053	0.254655503	13.0	-1.0	
C4_03840C_A	20.63	428.87453511081367	276.0	0.16	0.005417118	0	1	924.0	1.0	9.0	0.9794372290000001	0.010649773999999999	3.0	1.0	
C4_03850W_A	30.74	875.9866913486131	185.0	0.15	0.009561305	-1	-1	1779.0	23.0	696.0	0.287240022	0.144558038	7.0		
C4_03860C_A	9.25	136.73766458209982	27.0	0.14	0.004659832	0	0	1074.0	45.0	3702.0	0.076350093	0.46521173600000004	1.0		
C4_03870C_A				0.17	0.004702194	-1	-1	640.0	23.0	523.0	0.209375	0.38959655200000004	4.0		
C4_03870C_B	1.64	35.99346578876594	44.0			0	0								
C4_03880W_A				0.17	0.006821282	0	0	1467.0	10.0	1334.0	0.869120654	0.08150871400000001	0.0	-1.0	
C4_03880W_B	4.23	48.226695092754795	8.0			0	0								
C4_03890W_A	8.16	3655.4285262970384	11.0	0.17	0.012351125	-1	-1	2268.0	58.0	3343.0	0.10361552	0.293664195	9.0		
C4_03900C_A	6.77	53.67304919997014	125.0	0.13	0.014228799	-1	-1	1758.0	23.0	1168.0	0.234926052	0.148412194	5.0		-1.0
C4_03910W_A	5.01	130.07487401485423	47.0		0.015033408	0	0	1797.0	66.0	4269.0	0.11574847	0.38792784399999997	4.0		
C4_03920W_A	7.14	160.52828499316396	120.0	0.12	0.004689332	-1	-1	1707.0	47.0	3034.0	0.127123609	0.297130512	18.0		
C4_03930C_A	29.17	3641.9408960116607	129.0	0.16	0.006818182	0	1	441.0	1.0	23.0	0.861678005	0.024932303	1.0		-1.0
C4_03940C_A	82.7	33255.95808859118	2.0	0.29	0.001698273	-1	-1	3534.0	67.0	4733.0	0.05942275	0.208453525	13.0	-1.0	
C4_03950C_A	9.43	6299.7572375163745	0.0	0.11	0.0032786890000000004	0	0	306.0	17.0	1031.0	0.316993464	0.5776507129999999	14.0		
C4_03960W_A	78.05	162326.42794284545	1.0	0.28	0.004651163	0	0	216.0	9.0	414.0	0.333333333	0.45838911200000004	1.0		
C4_03970W_A	0.49	327.9711291870036	0.0		0.006024096	0	0								
C4_03990C_A	11.17	5659.552798265979	7.0		0.005655042	0	0								
